id,title,metadata,pdf_url,toc_pdf,abstract_url,image_url
RM103,《台灣與香港的青年與社會變貌》,"(Youth and Social Change in Taiwan and Hong Kong)
蕭新煌、趙永佳、尹寶珊 編
(Edited by Michael Hsin-huang HSIAO, Stephen Wing-kai CHIU and Po-san WAN)
Chinese/21.5 x 14 cm/paperback/xiii + 306 pages/
published in June 2016
ISBN 978-962-441-603-9; list price: US$12.00 (HK$80.00)",,https://www.hkiaps.cuhk.edu.hk/wp-content/uploads/2023/07/RM103-TOC.pdf,https://www.hkiaps.cuhk.edu.hk/%e3%80%8a%e5%8f%b0%e7%81%a3%e8%88%87%e9%a6%99%e6%b8%af%e7%9a%84%e9%9d%92%e5%b9%b4%e8%88%87%e7%a4%be%e6%9c%83%e8%ae%8a%e8%b2%8c%e3%80%8b,https://www.hkiaps.cuhk.edu.hk/wp-content/uploads/2024/01/RM103.jpg
OP232,香港專業移民在臺灣的政治態度,"(The Political Attitudes of Hong Kong Immigrants in Taiwan)
By Lan-Hung Nora CHIANG and Ping LIN
Chinese/21.5 x 14 cm/paperback/ii+25 pages/published in April 2016
ISBN 978-962-441-232-1; list price: US$2.50 (HK$15.00)",,,https://www.hkiaps.cuhk.edu.hk/%e9%a6%99%e6%b8%af%e5%b0%88%e6%a5%ad%e7%a7%bb%e6%b0%91%e5%9c%a8%e8%87%ba%e7%81%a3%e7%9a%84%e6%94%bf%e6%b2%bb%e6%85%8b%e5%ba%a6,https://www.hkiaps.cuhk.edu.hk/wp-content/uploads/2024/01/OP232.jpg
OP231,女性身體與主體性：民元後的纏足與放足 (1911−1949),"(Women’s Bodies and Subjectivity: Foot-binding and Anti-Foot-binding in the Republic of China [1911−1949])
By Katon Kai-chun LEE
Chinese/21.5 x 14 cm/paperback/ii+49 pages/published in January 2016
ISBN 978-962-441-231-4; list price: US$3.00 (HK$20.00)",,,https://www.hkiaps.cuhk.edu.hk/%e5%a5%b3%e6%80%a7%e8%ba%ab%e9%ab%94%e8%88%87%e4%b8%bb%e9%ab%94%e6%80%a7%ef%bc%9a%e6%b0%91%e5%85%83%e5%be%8c%e7%9a%84%e7%ba%8f%e8%b6%b3%e8%88%87%e6%94%be%e8%b6%b3-1911%e2%88%921949,https://www.hkiaps.cuhk.edu.hk/wp-content/uploads/2024/01/OP231.jpg
RM102,《2011 香港區議會選舉：民意調查與分析》,"(2011 Hong Kong District Council Election: Opinion Polls and Analysis)
鄭宏泰、尹寶珊
(By Victor Wan-tai ZHENG and Po-san WAN)
Chinese/21.5 x 14 cm/paperback/xii + 212 pages/
published in August 2015
ISBN 978-962-441-602-2; list price: US$10.50 (HK$70.00)",,,https://www.hkiaps.cuhk.edu.hk/%e3%80%8a2011-%e9%a6%99%e6%b8%af%e5%8d%80%e8%ad%b0%e6%9c%83%e9%81%b8%e8%88%89%ef%bc%9a%e6%b0%91%e6%84%8f%e8%aa%bf%e6%9f%a5%e8%88%87%e5%88%86%e6%9e%90%e3%80%8b,https://www.hkiaps.cuhk.edu.hk/wp-content/uploads/2024/01/RM102.jpg
RM101,《家在香港》,"(Families in Hong Kong: A Collective Protrait)
趙永佳、丁國輝、尹寶珊 編
(Edited by Stephen Wing-kai CHIU, Kwok-fai TING and Po-san WAN)
Chinese/21.5 x 14 cm/paperback/vii + 263 pages/
published in July 2015
ISBN 978-962-441-601-5; list price: US$12.00 (HK$80.00)",,,https://www.hkiaps.cuhk.edu.hk/%e3%80%8a%e5%ae%b6%e5%9c%a8%e9%a6%99%e6%b8%af%e3%80%8b,https://www.hkiaps.cuhk.edu.hk/wp-content/uploads/2024/01/RM101.jpg
RM100,《香港選舉資料匯編：2005－2012年》,"(Electoral Facts in Hong Kong: 2005-2012)
葉天生 編
(Edited by Tin-sang YIP)
Chinese/21.5 x 14 cm/paperback/v + 476 pages/
published in February 2015
ISBN 978-962-441-600-8; list price: US$12.00 (HK$80.00)",,,https://www.hkiaps.cuhk.edu.hk/%e3%80%8a%e9%a6%99%e6%b8%af%e9%81%b8%e8%88%89%e8%b3%87%e6%96%99%e5%8c%af%e7%b7%a8%ef%bc%9a2005%ef%bc%8d2012%e5%b9%b4%e3%80%8b,https://www.hkiaps.cuhk.edu.hk/wp-content/uploads/2024/01/RM100.jpg
RM099,《吐露爭鳴：二零一四時事論叢》,"(Tolo Dialogues: Compendium of Current Commentaries 2014)
趙永佳、張妙清 編
(Edited by Stephen Wing-kai CHIU and Fanny M. CHEUNG)
Chinese/21.5 x 14 cm/paperback/v + 214 pages/
published in January 2015
ISBN 978-962-441-599-5; list price: US$9.00 (HK$60.00)",,,https://www.hkiaps.cuhk.edu.hk/%e3%80%8a%e5%90%90%e9%9c%b2%e7%88%ad%e9%b3%b4%ef%bc%9a%e4%ba%8c%e9%9b%b6%e4%b8%80%e5%9b%9b%e6%99%82%e4%ba%8b%e8%ab%96%e5%8f%a2%e3%80%8b,https://www.hkiaps.cuhk.edu.hk/wp-content/uploads/2024/01/RM099.jpg
OP230,Contentious Politics in Two Villages: Anti-High-Speed-Rail Campaigns in Hong Kong and Taiwan,"By Stephen Wing-kai CHIU, Hang LI
English/21.5 x 14 cm/paperback/ii+85 pages/published in September 2014
ISBN 978-962-441-230-7; list price: US$4.50 (HK$30.00)",,,https://www.hkiaps.cuhk.edu.hk/contentious-politics-in-two-villages-anti-high-speed-rail-campaigns-in-hong-kong-and-taiwan,https://www.hkiaps.cuhk.edu.hk/wp-content/uploads/2024/01/OP230.jpg
RM098,《一衣帶水：台港社會議題縱橫》,"(Near Neighbours: Issues in Taiwan and Hong Kong Societies)
趙永佳、蕭新煌、尹寶珊 編
(Edited by Stephen Wing-kai CHIU, Michael Hsin-huang HSIAO and Po-san WAN)
Chinese/21.5 x 14cm/paperback/vii + 330 pages/
published in August 2014
ISBN 978-962-441-598-8; list price: US$10.50 (HK$70.00)",,,https://www.hkiaps.cuhk.edu.hk/%e3%80%8a%e4%b8%80%e8%a1%a3%e5%b8%b6%e6%b0%b4%ef%bc%9a%e5%8f%b0%e6%b8%af%e7%a4%be%e6%9c%83%e8%ad%b0%e9%a1%8c%e7%b8%b1%e6%a9%ab%e3%80%8b,https://www.hkiaps.cuhk.edu.hk/wp-content/uploads/2024/01/RM098.jpg
OP229,Comparing CEPA and ECFA: Economic Integration in the Asia-Pacific Region,"By Yun-wing SUNG
English/21.5 x 14 cm/paperback/ii+35 pages/published in June 2014
ISBN 978-962-441-229-1; list price: US$3.00 (HK$20.00)",,,https://www.hkiaps.cuhk.edu.hk/comparing-cepa-and-ecfa-economic-integration-in-the-asia-pacific-region,https://www.hkiaps.cuhk.edu.hk/wp-content/uploads/2024/01/OP229.jpg
OP228,口述史的性別維度：從工作與家庭對香港製衣業男、女工人的意義切入探討,"(EnGendering Oral History: Revealing the Implications of Work and Family for
Hong Kong’s Male and Female Garment Industry Worker)
By Hon-ming YIP
Chinese/21.5 x 14 cm/paperback/ii+26 pages/published in February 2014
ISBN 978-962-441-228-4; list price: US$2.50 (HK$15.00)",,,https://www.hkiaps.cuhk.edu.hk/%e5%8f%a3%e8%bf%b0%e5%8f%b2%e7%9a%84%e6%80%a7%e5%88%a5%e7%b6%ad%e5%ba%a6%ef%bc%9a%e5%be%9e%e5%b7%a5%e4%bd%9c%e8%88%87%e5%ae%b6%e5%ba%ad%e5%b0%8d%e9%a6%99%e6%b8%af%e8%a3%bd%e8%a1%a3%e6%a5%ad%e7%94%b7,https://www.hkiaps.cuhk.edu.hk/wp-content/uploads/2024/01/OP228.jpg
RM097,《構建澳門未來》,"(Constructing the Future of Macao)
張妙清、黃紹倫、尹寶珊、鄭宏泰 編
(Edited by Fanny M. CHEUNG, Siu-lun WONG, Po-san WAN and Victor Wan-tai ZHENG)
Chinese/21.5 x 14 cm/paperback/xii + 400 pages/
published in January 2014
ISBN 978-962-441-597-1; list price: US$12.00 (HK$80.00)",,,https://www.hkiaps.cuhk.edu.hk/%e3%80%8a%e6%a7%8b%e5%bb%ba%e6%be%b3%e9%96%80%e6%9c%aa%e4%be%86%e3%80%8b,https://www.hkiaps.cuhk.edu.hk/wp-content/uploads/2024/01/RM097.jpg
OP227,從公民教育到國民教育的爭議,"(The Controversies from Civic Education to National Education)
By King-man CHONG
Chinese 21.5 x 14 cm/paperback/ii+29 pages/published in December 2013
ISBN 978-962-441-227-7; list price: US$2.50 (HK$15.00)",,,https://www.hkiaps.cuhk.edu.hk/%e5%be%9e%e5%85%ac%e6%b0%91%e6%95%99%e8%82%b2%e5%88%b0%e5%9c%8b%e6%b0%91%e6%95%99%e8%82%b2%e7%9a%84%e7%88%ad%e8%ad%b0,https://www.hkiaps.cuhk.edu.hk/wp-content/uploads/2024/01/OP227.jpg
RM096,《問鼎特首：民意調查與分析》,"(Chief Executive Election: Opinion Polls and Analysis)
鄭宏泰、尹寶珊、張妙清
(By Victor Wan-tai ZHENG, Po-san WAN and Fanny M. CHEUNG)
Chinese/21.5 x 14 cm/paperback/xii + 303 pages/
published in November 2013
ISBN 978-962-441-596-4; list price: US$10.50 (HK$70.00)",,,https://www.hkiaps.cuhk.edu.hk/%e3%80%8a%e5%95%8f%e9%bc%8e%e7%89%b9%e9%a6%96%ef%bc%9a%e6%b0%91%e6%84%8f%e8%aa%bf%e6%9f%a5%e8%88%87%e5%88%86%e6%9e%90%e3%80%8b,https://www.hkiaps.cuhk.edu.hk/wp-content/uploads/2024/01/RM096.jpg
OP226,「自由行」十年回顧：探討香港與內地的融合進程與嬗變,"(The Individual Visit Scheme: A Decade in Review: Exploring the Course
and Evolution of Integration between Hong Kong and the Mainland)
By Victor W. T. ZHENG and Po-san WAN
Chinese 21.5 x 14 cm/paperback/ii+60 pages/published in October 2013
ISBN 978-962-441-226-0; list price: US$3.00 (HK$20.00",,,https://www.hkiaps.cuhk.edu.hk/%e3%80%8c%e8%87%aa%e7%94%b1%e8%a1%8c%e3%80%8d%e5%8d%81%e5%b9%b4%e5%9b%9e%e9%a1%a7%ef%bc%9a%e6%8e%a2%e8%a8%8e%e9%a6%99%e6%b8%af%e8%88%87%e5%85%a7%e5%9c%b0%e7%9a%84%e8%9e%8d%e5%90%88%e9%80%b2%e7%a8%8b,https://www.hkiaps.cuhk.edu.hk/wp-content/uploads/2024/01/OP226.jpg
AP02,"Health Systems: Challenges, Visions, and Reforms from a Comparative Global Perspective","Edited by Fanny M. CHEUNG, Jean WOO and Chi-kin LAW
English/21.5 x 14 cm/paperback/414 + xv pages/published July 2013
ISBN 978-962-441-752-4; list price: (US$12.00) HK$80.00",,https://www.hkiaps.cuhk.edu.hk/wp-content/uploads/2023/06/AP02-TOC.pdf,https://www.hkiaps.cuhk.edu.hk/health-systems-challenges-visions-and-reforms-from-a-comparative-global-perspective,https://www.hkiaps.cuhk.edu.hk/wp-content/uploads/2024/01/AP02.jpg
OP225,The Fall of Hong Kong Movies: A Post-mortem Investigative Report,"By Stephen W. K. CHIU, Victor K. W. SHIN
English 21.5 x 14 cm/paperback/ii+46 pages/published in February 2013
ISBN 978-962-441-225-3; list price: US$3.00 (HK$20.00)",,,https://www.hkiaps.cuhk.edu.hk/the-fall-of-hong-kong-movies-a-post-mortem-investigative-report,https://www.hkiaps.cuhk.edu.hk/wp-content/uploads/2024/01/OP225.jpg
OP224,香港全職人士的工作與家庭平衡,"(The Work-Family Balance of Hong Kong Full-time Workers)
By Yuk-king LAU, Joyce L. C. MA, Po-san WAN, Lok-yin LAI
Chinese/21.5 x 14 cm/paperback/ii+38 pages/published in Decemeber 2012
ISBN 978-962-441-224-6; list price: US$3.00 (HK$20.00)",,,https://www.hkiaps.cuhk.edu.hk/%e9%a6%99%e6%b8%af%e5%85%a8%e8%81%b7%e4%ba%ba%e5%a3%ab%e7%9a%84%e5%b7%a5%e4%bd%9c%e8%88%87%e5%ae%b6%e5%ba%ad%e5%b9%b3%e8%a1%a1,https://www.hkiaps.cuhk.edu.hk/wp-content/uploads/2024/01/OP224.jpg
OP223,Gender Violence and the Media in Hong Kong,"By Anthony Y. H. FUNG
English/21.5 x 14 cm/paperback/ii+23 pages/published in October 2012
ISBN 978-962-441-223-9; list price: US$2.50 (HK$15.00)",,,https://www.hkiaps.cuhk.edu.hk/gender-violence-and-the-media-in-hong-kong,https://www.hkiaps.cuhk.edu.hk/wp-content/uploads/2024/01/OP223.jpg
RM095,Women and Girls in Hong Kong Current Situations and Future Challenges,"Edited by Susanne Y. P. CHOI and Fanny M. CHEUNG
English/21.5 x 14 cm/paperback/xvii + 323 pages/
published in 2012
ISBN 978-962-441-595-7; list price: US$10.50 (HK$70.00)",,,https://www.hkiaps.cuhk.edu.hk/women-and-girls-in-hong-kong-current-situations-and-future-challenges,https://www.hkiaps.cuhk.edu.hk/wp-content/uploads/2024/01/RM095.jpg
OP222,"Husband’s Resources, Power Motive, and Physical Violence Against Married Women in Hong Kong: A Mediational Analysis of Resource Theories in a Chinese Society","By Adam Ka-lok CHEUNG
English/21.5 x 14 cm/paperback/ii+35 pages/published in August 2012
ISBN 978-962-441-222-2; list price: US$3.00 (HK$20.00)",,,https://www.hkiaps.cuhk.edu.hk/husbands-resources-power-motive-and-physical-violence-against-married-women-in-hong-kong-a-mediational-analysis-of-resource-theories-in-a-chinese-society,https://www.hkiaps.cuhk.edu.hk/wp-content/uploads/2024/01/OP222.jpg
RM094,《華人家族企業與股票市場》,"(Chinese Family Enterprises and the Stock Market)
鄭宏泰、何彩滿 編
(Edited by Victor Wan-tai ZHENG and Tsai-man HO)
Chinese/21.5 x 14 cm/paperback/vii + 263 pages/
published in July 2012
ISBN 97-962-441-594-0; list price: US$10.50 (HK$70.00)",,,https://www.hkiaps.cuhk.edu.hk/%e3%80%8a%e8%8f%af%e4%ba%ba%e5%ae%b6%e6%97%8f%e4%bc%81%e6%a5%ad%e8%88%87%e8%82%a1%e7%a5%a8%e5%b8%82%e5%a0%b4%e3%80%8b,https://www.hkiaps.cuhk.edu.hk/wp-content/uploads/2024/01/RM094.jpg
OP221,From the EP-3 Incident to the USS Kitty Hawk–Song Class Submarine Encounter: The Evolution of a Sino–US Crisis Management Communication Mechanism,"By Simon SHEN and Ryan KAMINSKI
English/21.5 x 14 cm/paperback/ii+29 pages/published in July 2012
ISBN 978-962-441-221-5; list price: US$2.50 (HK$15.00)",,,https://www.hkiaps.cuhk.edu.hk/from-the-ep-3-incident-to-the-uss-kitty-hawk-song-class-submarine-encounter-the-evolution-of-a-sino-us-crisis-management-communication-mechanism,https://www.hkiaps.cuhk.edu.hk/wp-content/uploads/2024/01/OP221.jpg
USC03,Strategies for Support of the Rural Elderly in China: A Research and Policy Agenda,"By Joyce K. KALLGREN
English/21.5 x 14 cm/paperback/36 pages/published in April 1992
ISBN 962-441-703-2; list price: US$3.00 (HK$20.00)",https://www.hkiaps.cuhk.edu.hk/wp-content/uploads/2023/07/USC03.pdf,,,
RM093,《從社經指標看香港社會變遷 》,"(Hong Kong in Transition: Economic and Social Indicators of Development)
王卓祺、尹寶珊、羅智健 編
(Edited by Chack-kie WONG, Po-san WAN and Chi-kin LAW)
Chinese/21.5 x 14 cm/paperback/x + 228 pages/
published in April 2012
ISBN 978-962-441-593-3; list price: US$9.00 (HK$60.00)",,,https://www.hkiaps.cuhk.edu.hk/%e3%80%8a%e5%be%9e%e7%a4%be%e7%b6%93%e6%8c%87%e6%a8%99%e7%9c%8b%e9%a6%99%e6%b8%af%e7%a4%be%e6%9c%83%e8%ae%8a%e9%81%b7-%e3%80%8b,https://www.hkiaps.cuhk.edu.hk/wp-content/uploads/2024/01/RM093.jpg
OP220,What Makes Organizational Restructuring Stressful?: A Community-level Analysis of Hong Kong Employees,"By Stephen W. K. CHIU and Yeuk-mui TAM
English/21.5 x 14 cm/paperback/ii+38 pages/published in April 2012
ISBN 978-962-441-220-8; list price: US$3.00 (HK$20.00)",,,https://www.hkiaps.cuhk.edu.hk/what-makes-organizational-restructuring-stressful-a-community-level-analysis-of-hong-kong-employees,https://www.hkiaps.cuhk.edu.hk/wp-content/uploads/2024/01/OP220.jpg
OP219,Guangzhou The Road to Regaining Its Central City Status,"By Jianfa SHEN and Gordon KEE
English/21.5 x 14 cm/paperback/ii+45 pages/published in February 2012
ISBN 978-962-441-219-2; list price: US$3.00 (HK$20.00)",,,https://www.hkiaps.cuhk.edu.hk/guangzhou-the-road-to-regaining-its-central-city-status,https://www.hkiaps.cuhk.edu.hk/wp-content/uploads/2024/01/OP219.jpg
RM092,《華人傳播想像》,"(Imagining Chinese Communication)
馮應謙、黃懿慧 編
(Edited by Anthony Ying-him FUNG and Christine Yi-hui HUANG)
Chinese/21.5 x 14 cm/paperback/ix + 338 pages/
published in January 2012
ISBN 978-962-441-592-6; list price: US$10.50 (HK$70.00)",,,https://www.hkiaps.cuhk.edu.hk/%e3%80%8a%e8%8f%af%e4%ba%ba%e5%82%b3%e6%92%ad%e6%83%b3%e5%83%8f%e3%80%8b,https://www.hkiaps.cuhk.edu.hk/wp-content/uploads/2024/01/RM092.jpg
OP218,香港與上海作為全球服務樞紐競爭或互補?,"(Hong Kong and Shanghai Global Service Hubs Rivalry or Complementarity?)
By Yun wing SUNG
Chinese/21.5 x 14 cm/paperback/ii+33 pages/published in January 2012
ISBN 978-962-441-218-5; list price: US$3.00 (HK$20.00)",,,https://www.hkiaps.cuhk.edu.hk/%e9%a6%99%e6%b8%af%e8%88%87%e4%b8%8a%e6%b5%b7%e4%bd%9c%e7%82%ba%e5%85%a8%e7%90%83%e6%9c%8d%e5%8b%99%e6%a8%9e%e7%b4%90%e7%ab%b6%e7%88%ad%e6%88%96%e4%ba%92%e8%a3%9c,https://www.hkiaps.cuhk.edu.hk/wp-content/uploads/2024/01/OP218.jpg
AP01,Hong Kong Divided?: Structures of Social Inequality in the Twenty-First Century,"Edited by Stephen Wing-kai CHIU and Siu-lun WONG
English/21.5 x 14 cm/paperback/321 + x pages/published December 2011
ISBN 978-962-441-751-7; list price: (US$10.50) HK$70.00",,https://www.hkiaps.cuhk.edu.hk/wp-content/uploads/2023/07/AP01-TOC.pdf,https://www.hkiaps.cuhk.edu.hk/hong-kong-divided-structures-of-social-inequality-in-the-twenty-first-century,https://www.hkiaps.cuhk.edu.hk/wp-content/uploads/2024/01/AP01.jpg
RM091,《全球化與性別: 全球經濟重組對中國和東南亞女性的意義》,"(Globalization and Gender: The Implications of Global Economic Restructuring for Women in China and Southeast Asia)
葉漢明 編 (Edited by Hon-ming YIP)
Chinese/21.5 x 14 cm/paperback/xx + 307 pages/
published in 2011
ISBN 978-962-441-591-9; list price: US$10.50 (HK$70.00)",,,https://www.hkiaps.cuhk.edu.hk/%e3%80%8a%e5%85%a8%e7%90%83%e5%8c%96%e8%88%87%e6%80%a7%e5%88%a5-%e5%85%a8%e7%90%83%e7%b6%93%e6%bf%9f%e9%87%8d%e7%b5%84%e5%b0%8d%e4%b8%ad%e5%9c%8b%e5%92%8c%e6%9d%b1%e5%8d%97%e4%ba%9e%e5%a5%b3%e6%80%a7,https://www.hkiaps.cuhk.edu.hk/wp-content/uploads/2024/01/RM091.jpg
RM090,《澳門特區新貌：十年發展與變化》,"(The New Face of Macao SAR: Ten Years of Development and Changes)
張妙清、黃紹倫、尹寶珊、鄭宏泰 編
(Edited by Fanny M. C. CHEUNG, Siu-lun WONG, Po-san WAN and Victor ZHENG)
Chinese/21.5 x 14 cm/paperback/xii + 377 pages/
published in September 2011
ISBN 978-962-441-590-2; list price: US$10.50 (HK$70.00)",,,https://www.hkiaps.cuhk.edu.hk/%e3%80%8a%e6%be%b3%e9%96%80%e7%89%b9%e5%8d%80%e6%96%b0%e8%b2%8c%ef%bc%9a%e5%8d%81%e5%b9%b4%e7%99%bc%e5%b1%95%e8%88%87%e8%ae%8a%e5%8c%96%e3%80%8b,https://www.hkiaps.cuhk.edu.hk/wp-content/uploads/2024/01/RM090.jpg
OP217,Shenzhen: 30 Years of Reform and Development and the Role of Governments,"By Jianfa SHEN and Gordon KEE
English/21.5 x 14 cm/paperback/ii+42 pages/published in August 2011
ISBN 978-962-441-217-8; list price: US$3.00 (HK$20.00)",,,https://www.hkiaps.cuhk.edu.hk/shenzhen-30-years-of-reform-and-development-and-the-role-of-governments,https://www.hkiaps.cuhk.edu.hk/wp-content/uploads/2024/01/OP217.jpg
OP216,香港市民置業態度及對政府房屋政策的評估,"(Hong Kong People’s Attitude towards Homeownership and Their Evaluation of Government Housing Policy)
By Chack-kie WONG, Laurence Wing-him HO and Kit LAM
Chinese/21.5 x 14 cm/paperback/ii+37 pages/published in June 2011
ISBN 978-962-441-216-1; list price: US$3.00 (HK$20.00)",,,https://www.hkiaps.cuhk.edu.hk/%e9%a6%99%e6%b8%af%e5%b8%82%e6%b0%91%e7%bd%ae%e6%a5%ad%e6%85%8b%e5%ba%a6%e5%8f%8a%e5%b0%8d%e6%94%bf%e5%ba%9c%e6%88%bf%e5%b1%8b%e6%94%bf%e7%ad%96%e7%9a%84%e8%a9%95%e4%bc%b0,https://www.hkiaps.cuhk.edu.hk/wp-content/uploads/2024/01/OP216.jpg
RM089,《性通識：本性權利與道德爭議》,"(Sex in General: Rights and Controversies)
陳效能 (By Hau-nung CHAN)
Chinese/21.5 x 14 cm/paperback/xvi + 165 pages/
published in April 2011",,,https://www.hkiaps.cuhk.edu.hk/%e3%80%8a%e6%80%a7%e9%80%9a%e8%ad%98%ef%bc%9a%e6%9c%ac%e6%80%a7%e6%ac%8a%e5%88%a9%e8%88%87%e9%81%93%e5%be%b7%e7%88%ad%e8%ad%b0%e3%80%8b,https://www.hkiaps.cuhk.edu.hk/wp-content/uploads/2024/01/RM089.jpg
OP215,當代監獄：美國與中國的跨文化比較,"(Prison in this Era: A Cross-Cultural Comparison between the United States and the People’s Republic of China)
By Hua ZHONG and Hua GUO
Chinese/21.5 x 14 cm/paperback/ii+24 pages/published in April 2011
ISBN 978-962-441-215-4; list price: US$2.50 (HK$15.00)",,,https://www.hkiaps.cuhk.edu.hk/%e7%95%b6%e4%bb%a3%e7%9b%a3%e7%8d%84%ef%bc%9a%e7%be%8e%e5%9c%8b%e8%88%87%e4%b8%ad%e5%9c%8b%e7%9a%84%e8%b7%a8%e6%96%87%e5%8c%96%e6%af%94%e8%bc%83,https://www.hkiaps.cuhk.edu.hk/wp-content/uploads/2024/01/OP215.jpg
RM088,《解讀臺港社會意向》,"(Interpreting the Social Ethos of Taiwan and Hong Kong)
蕭新煌、尹寶珊、王家英 編
(Edited by Michael Hsin-huang HSIAO, Po-san WAN and Timothy Ka-ying WONG)
Chinese/21.5 x 14 cm/paperback/viii + 299 pages/
published in February 2011
ISBN 978-962-441-588-9; list price: US$10.50 (HK$70.00)",,,https://www.hkiaps.cuhk.edu.hk/%e3%80%8a%e8%a7%a3%e8%ae%80%e8%87%ba%e6%b8%af%e7%a4%be%e6%9c%83%e6%84%8f%e5%90%91%e3%80%8b,https://www.hkiaps.cuhk.edu.hk/wp-content/uploads/2024/01/RM088.jpg
OP214,不平等中的不平等：社會性別視角下的中國農民工,"(Double Marginalization：Migrant Workers in China through the Lens of Gender)
By Susanne Y. P. CHOI and Ping DU
Chinese/21.5 x 14 cm/paperback/ii+25 pages/published in February 2011
ISBN 978-962-441-214-7; list price: US$2.50 (HK$15.00)",,,https://www.hkiaps.cuhk.edu.hk/%e4%b8%8d%e5%b9%b3%e7%ad%89%e4%b8%ad%e7%9a%84%e4%b8%8d%e5%b9%b3%e7%ad%89%ef%bc%9a%e7%a4%be%e6%9c%83%e6%80%a7%e5%88%a5%e8%a6%96%e8%a7%92%e4%b8%8b%e7%9a%84%e4%b8%ad%e5%9c%8b%e8%be%b2%e6%b0%91%e5%b7%a5,
OP213,Shanghai: Urban Development and Regional Integration through Mega Projects,"By Jianfa SHEN and Gordon KEE
English/21.5 x 14 cm/paperback/ii+42 pages/published in January 2011
ISBN 978-962-441-213-0; list price: US$3.00 (HK$20.00)",,,https://www.hkiaps.cuhk.edu.hk/shanghai-urban-development-and-regional-integration-through-mega-projects,
RM087,《泛珠三角與香港：「十一五」下泛珠三角九省區和澳門與香港的發展》,"(The Pan-Pearl River Delta Region and Hong Kong: Development of Nine Provinces in Pan-Pearl River Delta, Macao and Hong Kong under the Eleventh Five-year Plan)
楊汝萬、沈建法、紀緯紋
(By Yue-man YEUNG, Jianfa SHEN and Wai-man KEE)
Chinese/21.5 x 14 cm/paperback/xi + 440 pages/
published in December 2010
ISBN 978-962-441-587-2; list price: US$12.00 (HK$80.00)",,,https://www.hkiaps.cuhk.edu.hk/%e3%80%8a%e6%b3%9b%e7%8f%a0%e4%b8%89%e8%a7%92%e8%88%87%e9%a6%99%e6%b8%af%ef%bc%9a%e3%80%8c%e5%8d%81%e4%b8%80%e4%ba%94%e3%80%8d%e4%b8%8b%e6%b3%9b%e7%8f%a0%e4%b8%89%e8%a7%92%e4%b9%9d%e7%9c%81%e5%8d%80,https://www.hkiaps.cuhk.edu.hk/wp-content/uploads/2024/01/RM087.jpg
RM086,《影視香港：身份認同的時代變奏》,"(TV, Film and Hong Kong Identity)
馬傑偉、曾仲堅 (By Eric K. W. MA and Chung-kin TSANG)
Chinese/21.5 x 14 cm/paperback/xx + 214 pages/
published in November 2010
ISBN 978-962-441-586-5; list price: US$7.50 (HK$50.00)",,,https://www.hkiaps.cuhk.edu.hk/%e3%80%8a%e5%bd%b1%e8%a6%96%e9%a6%99%e6%b8%af%ef%bc%9a%e8%ba%ab%e4%bb%bd%e8%aa%8d%e5%90%8c%e7%9a%84%e6%99%82%e4%bb%a3%e8%ae%8a%e5%a5%8f%e3%80%8b,https://www.hkiaps.cuhk.edu.hk/wp-content/uploads/2024/01/RM086.jpg
OP212,香港、天津兩地民眾對傳統與現代社會和諧觀的論述,"(Discourse on the Traditional and Modern Conceptions of Social Harmony among People of Hong Kong and Tianjin)
By Angela W. Y. SHIK, Chack-kie WONG and Kit LAM
Chinese/21.5 x 14 cm/paperback/30 pages/published in October 2010
ISBN 978-962-441-212-3; list price: US$2.50 (HK$15.00)",,,https://www.hkiaps.cuhk.edu.hk/%e9%a6%99%e6%b8%af%e3%80%81%e5%a4%a9%e6%b4%a5%e5%85%a9%e5%9c%b0%e6%b0%91%e7%9c%be%e5%b0%8d%e5%82%b3%e7%b5%b1%e8%88%87%e7%8f%be%e4%bb%a3%e7%a4%be%e6%9c%83%e5%92%8c%e8%ab%a7%e8%a7%80%e7%9a%84%e8%ab%96,
RM085,《限富扶貧：富裕中的貧乏（新編）》,"(Rescuing the Poor from the Rich: The Poverty of Affluence [New Edition])
許寶強 (By Po-keung HUI)
Chinese/21.5 x 14 cm/paperback/xx + 115 pages/
published in September 2010
ISBN 978-962-441-585-8; list price: US$7.50 (HK$50.00)",,,https://www.hkiaps.cuhk.edu.hk/%e3%80%8a%e9%99%90%e5%af%8c%e6%89%b6%e8%b2%a7%ef%bc%9a%e5%af%8c%e8%a3%95%e4%b8%ad%e7%9a%84%e8%b2%a7%e4%b9%8f%ef%bc%88%e6%96%b0%e7%b7%a8%ef%bc%89%e3%80%8b,https://www.hkiaps.cuhk.edu.hk/wp-content/uploads/2024/01/RM085.jpg
OP211,Could the Soviet–Ukrainian and Lateran Models Work in China? New Geopolitical Concepts of Post-Westphalian Sovereignty for the Tibetan Question,"By Simon SHEN
English/21.5 x 14 cm/paperback/30 pages/published in September 2010
ISBN 978-962-441-211-6; list price: US$2.50 (HK$15.00)",,,https://www.hkiaps.cuhk.edu.hk/could-the-soviet-ukrainian-and-lateran-models-work-in-china-new-geopolitical-concepts-of-post-westphalian-sovereignty-for-the-tibetan-question,
