id,title,metadata,pdf_url,toc_pdf,abstract_url,image_url
PF19,福利改革與社會企業：從制度理論解釋社會企業的發展,"Welfare Reform and Social Enterprise: Towards an Institutional Theory of Social Enterprise
By Stephen W. K. CHIU and Richard K. C. WONG
English/21.5 x 14 cm/paperback/53 pages/published in August 2010
ISBN 978-962-441-902-3; list price: US$3.00 (HK$20.00)",https://www.hkiaps.cuhk.edu.hk/wp-content/uploads/2023/07/PF19.pdf,,https://www.hkiaps.cuhk.edu.hk/%e7%a6%8f%e5%88%a9%e6%94%b9%e9%9d%a9%e8%88%87%e7%a4%be%e6%9c%83%e4%bc%81%e6%a5%ad%ef%bc%9a%e5%be%9e%e5%88%b6%e5%ba%a6%e7%90%86%e8%ab%96%e8%a7%a3%e9%87%8b%e7%a4%be%e6%9c%83%e4%bc%81%e6%a5%ad%e7%9a%84,https://www.hkiaps.cuhk.edu.hk/wp-content/uploads/2024/01/PF19.jpg
OP210,「十一五」下泛珠三角與香港研究系列：X. 廣西與香港,"(The Pan-Pearl River Delta Region and Hong Kong under the Eleventh Five-year Plan Research Series：X. Guangxi and Hong Kong)
By Yue-man YEUNG, Jianfa SHEN and Wai-man KEE
Chinese/21.5 x 14 cm/paperback/50 pages/published in July 2010
ISBN 978-962-441-210-9; list price: US$3.00 (HK$20.00)",,,https://www.hkiaps.cuhk.edu.hk/%e3%80%8c%e5%8d%81%e4%b8%80%e4%ba%94%e3%80%8d%e4%b8%8b%e6%b3%9b%e7%8f%a0%e4%b8%89%e8%a7%92%e8%88%87%e9%a6%99%e6%b8%af%e7%a0%94%e7%a9%b6%e7%b3%bb%e5%88%97%ef%bc%9ax-%e5%bb%a3%e8%a5%bf%e8%88%87,
RM084,《為當下懷舊：文化保育的前世今生》,"(Nostalgia for the Present: The Past and Present State of Cultural Conservation)
葉蔭聰 (By Iam-chong IP)
Chinese/21.5 x 14 cm/paperback/xix + 116 pages
published in June 2010
ISBN 978-962-441-584-1; list price: US$7.50 (HK$50.00)",,,https://www.hkiaps.cuhk.edu.hk/%e3%80%8a%e7%82%ba%e7%95%b6%e4%b8%8b%e6%87%b7%e8%88%8a%ef%bc%9a%e6%96%87%e5%8c%96%e4%bf%9d%e8%82%b2%e7%9a%84%e5%89%8d%e4%b8%96%e4%bb%8a%e7%94%9f%e3%80%8b,https://www.hkiaps.cuhk.edu.hk/wp-content/uploads/2024/01/RM084.jpg
RM083,《香港政治：發展歷程與核心課題》,"(Hong Kong Politics: Development Process and Key Issues)
馬嶽 (By Ngok MA)
Chinese/21.5 x 14 cm/paperback/xviii + 134 pages/
published in May 2010
ISBN 978-962-441-583-4; list price: US$7.50 (HK$50.00)",,,https://www.hkiaps.cuhk.edu.hk/%e3%80%8a%e9%a6%99%e6%b8%af%e6%94%bf%e6%b2%bb%ef%bc%9a%e7%99%bc%e5%b1%95%e6%ad%b7%e7%a8%8b%e8%88%87%e6%a0%b8%e5%bf%83%e8%aa%b2%e9%a1%8c%e3%80%8b,https://www.hkiaps.cuhk.edu.hk/wp-content/uploads/2024/01/RM083.jpg
OP209,"Mass Movement and Interactive Political Process: Labour’s Struggle for a Minimum Wage in Post-colonial Hong Kong, 1998-2006","By Chun-kit HO
English/21.5 x 14 cm/paperback/50 pages/published in May 2010
ISBN 978-962-441-209-3; list price: US$3.00 (HK$20.00)",,,https://www.hkiaps.cuhk.edu.hk/mass-movement-and-interactive-political-process-labours-struggle-for-a-minimum-wage-in-post-colonial-hong-kong-1998-2006,
RM082,《開拓通識：知識份子的香港路》,"(Opening the Way for General Education: The Experiences of Hong Kong Intellectuals)
陳智傑 編著 (Edited by Chi-kit CHAN)
Chinese/21.5 x 14 cm/paperback/xvi + 134 pages/
published in April 2010
ISBN 978-962-441-582-7; list price: US$7.50 (HK$50.00)",,,https://www.hkiaps.cuhk.edu.hk/%e3%80%8a%e9%96%8b%e6%8b%93%e9%80%9a%e8%ad%98%ef%bc%9a%e7%9f%a5%e8%ad%98%e4%bb%bd%e5%ad%90%e7%9a%84%e9%a6%99%e6%b8%af%e8%b7%af%e3%80%8b,https://www.hkiaps.cuhk.edu.hk/wp-content/uploads/2024/01/RM082.jpg
OP208,「十一五」下泛珠三角與香港研究系列：IX. 雲南與香港,"(The Pan-Pearl River Delta Region and Hong Kong under the Eleventh Five-year Plan Research Series：IX. Yunnan and Hong Kong)
By Yue-man YEUNG, Jianfa SHEN and Wai-man KEE
Chinese/21.5 x 14 cm/paperback/46 pages/published in March 2010
ISBN 978-962-441-208-6; list price: US$3.00 (HK$20.00)",,,https://www.hkiaps.cuhk.edu.hk/%e3%80%8c%e5%8d%81%e4%b8%80%e4%ba%94%e3%80%8d%e4%b8%8b%e6%b3%9b%e7%8f%a0%e4%b8%89%e8%a7%92%e8%88%87%e9%a6%99%e6%b8%af%e7%a0%94%e7%a9%b6%e7%b3%bb%e5%88%97%ef%bc%9aix-%e9%9b%b2%e5%8d%97%e8%88%87,
OP207,Rising Wages: Has China Lost Its Global Labor Advantage?,"By Dennis Tao YANG, Vivian CHEN and Ryan MONARCH
English/21.5 x 14 cm/paperback/38 pages/published in February 2010
ISBN 978-962-441-207-9; list price: US$3.00 (HK$20.00)",,,https://www.hkiaps.cuhk.edu.hk/rising-wages-has-china-lost-its-global-labor-advantage,
OP206,香港的親職壓力、教養風格取向與家庭功能：現況、相互關係及啟示,"(Perceptions of Parenting Stress, Parenting Styles, and Family Functioning in Hong Kong：Current Condition, Interrelationships, and Implications)
By Joyce Lai-chong MA, Timothy Ka-ying WONG, Yuk-king LAU,
Mooly Mei-ching WONG and Lok-yin LAI
Chinese/21.5 x 14 cm/paperback/29 pages/published in February 2010
ISBN 978-962-441-206-2; list price: US$2.50 (HK$15.00)",,,https://www.hkiaps.cuhk.edu.hk/%e9%a6%99%e6%b8%af%e7%9a%84%e8%a6%aa%e8%81%b7%e5%a3%93%e5%8a%9b%e3%80%81%e6%95%99%e9%a4%8a%e9%a2%a8%e6%a0%bc%e5%8f%96%e5%90%91%e8%88%87%e5%ae%b6%e5%ba%ad%e5%8a%9f%e8%83%bd%ef%bc%9a%e7%8f%be%e6%b3%81,
RM081,Policies for the Sustainable Development of the Hong Kong Film Industry,"By Joseph M. CHAN, Anthony Y. H. FUNG and Chun-hung NG
English/21.5 x 14 cm/paperback/xxxiv + 152 pages/
published in January 2010
ISBN 978-962-441-581-0; list price: US$9.00 (HK$60.00)",,,https://www.hkiaps.cuhk.edu.hk/policies-for-the-sustainable-development-of-the-hong-kong-film-industry,https://www.hkiaps.cuhk.edu.hk/wp-content/uploads/2024/01/RM081.jpg
OP205,兒童視角下對於父母軀體虐待的認識：來自中國南京市的個案分析,"(Children’s Perception of Parental Physical Abuse: A Rights-based Case Study in Nanjing, China)
By Yuhong ZHU
Chinese/21.5 x 14 cm/paperback/34 pages/published in January 2010
ISBN 978-962-441-205-5; list price: US$3.00 (HK$20.00)",,,https://www.hkiaps.cuhk.edu.hk/%e5%85%92%e7%ab%a5%e8%a6%96%e8%a7%92%e4%b8%8b%e5%b0%8d%e6%96%bc%e7%88%b6%e6%af%8d%e8%bb%80%e9%ab%94%e8%99%90%e5%be%85%e7%9a%84%e8%aa%8d%e8%ad%98%ef%bc%9a%e4%be%86%e8%87%aa%e4%b8%ad%e5%9c%8b%e5%8d%97,
OP204,珠三角港台資的變遷及其對地方產業升級影響之比較研究：以東莞為例,"(The Transformation of Hong Kong and Taiwanese Investment and Distinct Impacts on Local Industrial Upgrading in China: A Comparative Study of Dongguan)
By Chun YANG and Haifeng LIAO
Chinese/21.5 x 14 cm/paperback/26 pages/published in December 2009
ISBN 978-962-441-204-8; list price: US$2.50 (HK$15.00)",,,https://www.hkiaps.cuhk.edu.hk/%e7%8f%a0%e4%b8%89%e8%a7%92%e6%b8%af%e5%8f%b0%e8%b3%87%e7%9a%84%e8%ae%8a%e9%81%b7%e5%8f%8a%e5%85%b6%e5%b0%8d%e5%9c%b0%e6%96%b9%e7%94%a2%e6%a5%ad%e5%8d%87%e7%b4%9a%e5%bd%b1%e9%9f%bf%e4%b9%8b%e6%af%94,
RM080,《城市文化與人文視野》,"(City Cultures and Perspectives from the Humanities)
周建渝 編 (Edited by Jianyu ZHOU)
Chinese/21.5 x 14 cm/paperback/x + 300 pages/
published in November 2009
ISBN 978-962-441-580-3; list price: US$10.50 (HK$70.00)",,,,https://www.hkiaps.cuhk.edu.hk/wp-content/uploads/2024/01/RM080.jpg
RM079,《中國城市研究探索》,"(Exploring Chinese Urban Studies)
馬傑偉 編 (Edited by Kit-wai MA)
Chinese/21.5 x 14 cm/paperback/xii + 301 pages/
published in November 2009
ISBN 978-962-441-579-7; list price: US$10.50 (HK$70.00)",,,,https://www.hkiaps.cuhk.edu.hk/wp-content/uploads/2024/01/RM079.jpg
OP203,「十一五」下泛珠三角與香港研究系列：VIII. 貴州與香港,"(The Pan-Pearl River Delta Region and Hong Kong under the Eleventh Five-year Plan Research Series：VIII. Guizhou and Hong Kong)
By Yue-man YEUNG, Shen Jianfa SHEN and Wai-man KEE
Chinese/21.5 x 14 cm/paperback/36 pages/published in November 2009
ISBN 978-962-441-203-1; list price: US$3.00 (HK$20.00)",,,https://www.hkiaps.cuhk.edu.hk/%e3%80%8c%e5%8d%81%e4%b8%80%e4%ba%94%e3%80%8d%e4%b8%8b%e6%b3%9b%e7%8f%a0%e4%b8%89%e8%a7%92%e8%88%87%e9%a6%99%e6%b8%af%e7%a0%94%e7%a9%b6%e7%b3%bb%e5%88%97%ef%bc%9aviii-%e8%b2%b4%e5%b7%9e%e8%88%87,
OP202,家庭友善政策與生育決定：香港的例子,"(Family-friendly Policies and Fertility Decision-making：The Case of Hong Kong)
By Kwong-leung TANG, Chack-kie WONG and Kit LAM
Chinese/21.5 x 14 cm/paperback/23 pages/published in October 2009
ISBN 978-962-441-202-4; list price: US$2.50 (HK$15.00)",,,https://www.hkiaps.cuhk.edu.hk/%e5%ae%b6%e5%ba%ad%e5%8f%8b%e5%96%84%e6%94%bf%e7%ad%96%e8%88%87%e7%94%9f%e8%82%b2%e6%b1%ba%e5%ae%9a%ef%bc%9a%e9%a6%99%e6%b8%af%e7%9a%84%e4%be%8b%e5%ad%90,
OP201,政策表現與政府認受性：民意對香港政府的政策啟示,"(Policy Performance and Government Legitimacy：Policy Implications of Public Attitudes for the Hong Kong Government)
By Timothy Ka-ying WONG and Po-san WAN
Chinese/21.5 x 14 cm/paperback/34 pages/published in September 2009
ISBN 978-962-441-201-7; list price: US$3.00 (HK$20.00)",,,https://www.hkiaps.cuhk.edu.hk/%e6%94%bf%e7%ad%96%e8%a1%a8%e7%8f%be%e8%88%87%e6%94%bf%e5%ba%9c%e8%aa%8d%e5%8f%97%e6%80%a7%ef%bc%9a%e6%b0%91%e6%84%8f%e5%b0%8d%e9%a6%99%e6%b8%af%e6%94%bf%e5%ba%9c%e7%9a%84%e6%94%bf%e7%ad%96%e5%95%9f,
OP200,Who Would Change Their Vote and Why? A Case Study on the 2006 Taipei and Kaohsiung Mayoral Elections,"By Kevin Tze-wai WONG
English/21.5 x 14 cm/paperback/42 pages/published in July 2009
ISBN 978-962-441-200-0; list price: US$3.00 (HK$20.00)",https://www.hkiaps.cuhk.edu.hk/wp-content/uploads/2023/07/OP200.pdf,,https://www.hkiaps.cuhk.edu.hk/who-would-change-their-vote-and-why-a-case-study-on-the-2006-taipei-and-kaohsiung-mayoral-elections,
RM078,《澳門社會新貌：成就與挑戰》,"(The New Face of Macao: Achievements and Challenges)
王家英、黃紹倫、尹寶珊、鄭宏泰 編
(Edited by Ka-ying WONG, Siu-lun WONG, Po-san WAN and Victor ZHENG)
Chinese/21.5 x 14 cm/paperback/ix + 237 pages/
published in June 2009
ISBN 978-962-441-578-0; list price: US$9.00 (HK$60.00)",,,https://www.hkiaps.cuhk.edu.hk/%e3%80%8a%e6%be%b3%e9%96%80%e7%a4%be%e6%9c%83%e6%96%b0%e8%b2%8c%ef%bc%9a%e6%88%90%e5%b0%b1%e8%88%87%e6%8c%91%e6%88%b0%e3%80%8b,https://www.hkiaps.cuhk.edu.hk/wp-content/uploads/2024/01/RM078.jpg
RM077,《香港2007年區議會選舉投票行為》,"(Voting Behaviour in the 2007 Hong Kong District Council Election)
王家英、尹寶珊
(By Ka-ying WONG and Po-san WAN)
Chinese/21.5 x 14 cm/paperback/xiii + 189 pages/
published in May 2009
ISBN 978-962-441-577-3; list price: US$9.00 (HK$60.00)",,,,https://www.hkiaps.cuhk.edu.hk/wp-content/uploads/2024/01/RM077.jpg
RM076,《互聯網在中國社會之崛起：四大城市的比較研究》,"(The Ascendancy of Internet Communication: A Comparative Study of Four Chinese Cities)
梁永熾、李少南、羅文輝 、熊澄宇、吳廷俊
(By Louis Wing-chi LEUNG, Paul Siu-nam LEE, Ven-hwei LO, Chengyu XIONG and Tingjun WU)
Chinese/21.5 x 14 cm/paperback/xv + 170 pages/
published in April 2009
ISBN 978-962-441-576-6; list price: US$9.00 (HK$60.00)",,,https://www.hkiaps.cuhk.edu.hk/%e3%80%8a%e4%ba%92%e8%81%af%e7%b6%b2%e5%9c%a8%e4%b8%ad%e5%9c%8b%e7%a4%be%e6%9c%83%e4%b9%8b%e5%b4%9b%e8%b5%b7%ef%bc%9a%e5%9b%9b%e5%a4%a7%e5%9f%8e%e5%b8%82%e7%9a%84%e6%af%94%e8%bc%83%e7%a0%94%e7%a9%b6,https://www.hkiaps.cuhk.edu.hk/wp-content/uploads/2024/01/RM076.jpg
OP199,"Strategic Responses to Political Changes：An Analysis of Newspaper Editorials in Hong Kong, 1998-2006","By Francis L. F. LEE and Joseph M. CHAN
English/21.5 x 14 cm/paperback/44 pages/published in April 2009
ISBN 978-962-441-199-7; list price: US$3.00 (HK$20.00)",https://www.hkiaps.cuhk.edu.hk/wp-content/uploads/2023/07/OP199.pdf,,https://www.hkiaps.cuhk.edu.hk/strategic-responses-to-political-changes%ef%bc%9aan-analysis-of-newspaper-editorials-in-hong-kong-1998-2006,
OP198,「十一五」下泛珠三角與香港研究系列：VII. 四川與香港,"(The Pan-Pearl River Delta Region and Hong Kong under the Eleventh Five-year Plan Research Series：VII. Sichuan and Hong Kong)
By Jianfa SHEN, Yue-man YEUNG and Yifei LU
Chinese/21.5 x 14 cm/paperback/33 pages/published in March 2009
ISBN 978-962-441-198-0; list price: US$3.00 (HK$20.00)",https://www.hkiaps.cuhk.edu.hk/wp-content/uploads/2023/07/OP198.pdf,,https://www.hkiaps.cuhk.edu.hk/%e3%80%8c%e5%8d%81%e4%b8%80%e4%ba%94%e3%80%8d%e4%b8%8b%e6%b3%9b%e7%8f%a0%e4%b8%89%e8%a7%92%e8%88%87%e9%a6%99%e6%b8%af%e7%a0%94%e7%a9%b6%e7%b3%bb%e5%88%97%ef%bc%9avii-%e5%9b%9b%e5%b7%9d%e8%88%87,
USC18,第一次天安門事件再探：毛澤東時代末期的精英政治與危機應對,"(The 1976 Tiananmen Incident Reevaluated: Elite Politics and Crisis Management at the End of the Maoist Era)
孫萬國、泰偉斯 (By Warren SUN and Frederick C. TEIWES)
Chinese/21.5 x 14 cm/paperback/41 pages/published in December 2008
ISBN 978-962-441-718-0; list price: US$3.00 (HK$20.00) (out of stock)",https://www.hkiaps.cuhk.edu.hk/wp-content/uploads/2023/06/USC18.pdf,,,
RM075,Indicators of Social Development: Hong Kong 2006,"Edited by Sai-wing LEUNG, Po-san WAN and Siu-lun WONG
English/21.5 x 14 cm/paperback/xx + 310 pages/
published in December 2008
ISBN 978-962-441-575-9; list price: US$10.50 (HK$70.00)",,,https://www.hkiaps.cuhk.edu.hk/indicators-of-social-development-hong-kong-2006,https://www.hkiaps.cuhk.edu.hk/wp-content/uploads/2024/01/RM075.jpg
OP197,2007年的中美經貿新矛盾：產品安全與保護主義,"(New Contradictions in Sino-US Trade in 2007：Product Safety and Protectionism)
By Simon Xu-hui SHEN and Chun-wing LEE
Chinese/21.5 x 14 cm/paperback/24 pages/published in November 2008
ISBN 978-962-441-197-3; list price: US$2.50 (HK$15.00)",https://www.hkiaps.cuhk.edu.hk/wp-content/uploads/2023/07/OP197.pdf,,https://www.hkiaps.cuhk.edu.hk/2007%e5%b9%b4%e7%9a%84%e4%b8%ad%e7%be%8e%e7%b6%93%e8%b2%bf%e6%96%b0%e7%9f%9b%e7%9b%be%ef%bc%9a%e7%94%a2%e5%93%81%e5%ae%89%e5%85%a8%e8%88%87%e4%bf%9d%e8%ad%b7%e4%b8%bb%e7%be%a9,
RM074,《新世紀臺港社會風貌》,"(The Changing Faces of Taiwan and Hong Kong in the New Century)
黃紹倫、尹寶珊、梁世榮 編
(Edited by Siu-lun WONG, Po-san WAN and Sai-wing LEUNG)
Chinese/21.5 x 14 cm/paperback/x + 302 pages/
published October in 2008
ISBN 978-962-441-574-2; list price: US$10.50 (HK$70.00)",,,https://www.hkiaps.cuhk.edu.hk/%e3%80%8a%e6%96%b0%e4%b8%96%e7%b4%80%e8%87%ba%e6%b8%af%e7%a4%be%e6%9c%83%e9%a2%a8%e8%b2%8c%e3%80%8b,https://www.hkiaps.cuhk.edu.hk/wp-content/uploads/2024/01/RM074.jpg
OP196,「十一五」下泛珠三角與香港研究系列：VI. 海南與香港,"(The Pan-Pearl River Delta Region and Hong Kong under the Eleventh Five-year Plan Research Series: VI. Hainan and Hong Kong)
By Jianfa SHEN, Yue-man YEUNG and Yifei LU
Chinese/21.5 x 14 cm/paperback/35 pages/published in September 2008
ISBN 978-962-441-196-6; list price: US$3.00 (HK$20.00)",https://www.hkiaps.cuhk.edu.hk/wp-content/uploads/2023/07/OP196.pdf,,https://www.hkiaps.cuhk.edu.hk/%e3%80%8c%e5%8d%81%e4%b8%80%e4%ba%94%e3%80%8d%e4%b8%8b%e6%b3%9b%e7%8f%a0%e4%b8%89%e8%a7%92%e8%88%87%e9%a6%99%e6%b8%af%e7%a0%94%e7%a9%b6%e7%b3%bb%e5%88%97%ef%bc%9avi-%e6%b5%b7%e5%8d%97%e8%88%87,
OP195,「十一五」下泛珠三角與香港研究系列：V. 湖南與香港,"(The Pan-Pearl River Delta Region and Hong Kong under the Eleventh Five-year Plan Research Series：V. Hunan and Hong Kong)
By Jianfa SHEN, Yue-man YEUNG and Man-shan SO
Chinese/21.5 x 14 cm/paperback/30 pages/published in June 2008
ISBN 978-962-441-195-9; list price: US$2.50 (HK$15.00)",https://www.hkiaps.cuhk.edu.hk/wp-content/uploads/2023/07/OP195.pdf,,https://www.hkiaps.cuhk.edu.hk/%e3%80%8c%e5%8d%81%e4%b8%80%e4%ba%94%e3%80%8d%e4%b8%8b%e6%b3%9b%e7%8f%a0%e4%b8%89%e8%a7%92%e8%88%87%e9%a6%99%e6%b8%af%e7%a0%94%e7%a9%b6%e7%b3%bb%e5%88%97%ef%bc%9av-%e6%b9%96%e5%8d%97%e8%88%87,
PF18,兒童信託基金：推行策略及各方的承擔,"(Child Trust Fund: A Study of Its Implementation Strategies and Potential Contributors)
Edited by Kwong-leung TANG and Ching-man LAM
Chinese/21.5 x 14 cm/paperback/38 pages/published in April 2008
ISBN 978-962-441-901-6; list price: US$3.00 (HK$20.00)",https://www.hkiaps.cuhk.edu.hk/wp-content/uploads/2023/07/PF18.pdf,,,https://www.hkiaps.cuhk.edu.hk/wp-content/uploads/2024/01/PF18.jpg
OP194,「十一五」下泛珠三角與香港研究系列：IV. 福建與香港,"(The Pan-Pearl River Delta Region and Hong Kong under the Eleventh Five-year Plan Research Series：IV. Fujian and Hong Kong)
By Yue-man YEUNG, Jianfa SHEN and Yifei LU
Chinese/21.5 x 14 cm/paperback/32 pages/published in April 2008
ISBN 978-962-441-194-2; list price: US$3.00 (HK$20.00)",https://www.hkiaps.cuhk.edu.hk/wp-content/uploads/2023/07/OP194.pdf,,https://www.hkiaps.cuhk.edu.hk/%e3%80%8c%e5%8d%81%e4%b8%80%e4%ba%94%e3%80%8d%e4%b8%8b%e6%b3%9b%e7%8f%a0%e4%b8%89%e8%a7%92%e8%88%87%e9%a6%99%e6%b8%af%e7%a0%94%e7%a9%b6%e7%b3%bb%e5%88%97%ef%bc%9aiv-%e7%a6%8f%e5%bb%ba%e8%88%87,
RM073,《從民意看香港的社會與政治》,"(Hong Kong Society and Politics in Public Opinion)
王家英、尹寶珊
(By Timothy Ka-ying WONG and Po-san WAN)
Chinese/21.5 x 14 cm/paperback/xxi + 217 pages/
published in March 2008
ISBN 978-962-441-573-5; list price: US$9.00 (HK$60.00)",,,https://www.hkiaps.cuhk.edu.hk/%e3%80%8a%e5%be%9e%e6%b0%91%e6%84%8f%e7%9c%8b%e9%a6%99%e6%b8%af%e7%9a%84%e7%a4%be%e6%9c%83%e8%88%87%e6%94%bf%e6%b2%bb%e3%80%8b,https://www.hkiaps.cuhk.edu.hk/wp-content/uploads/2024/01/RM073.jpg
OP193,「十一五」下泛珠三角與香港研究系列：III. 澳門與香港,"(The Pan-Pearl River Delta Region and Hong Kong under the 11th Five-year Plan Research Series: III. Macao and Hong Kong)
By Yue-man YEUNG, Jianfa SHEN and Wai-man KEE
Chinese/21.5 x 14 cm/paperback/36 pages/published in March 2008
ISBN 978-962-441-193-5; list price: US$3.00 (HK$20.00)",https://www.hkiaps.cuhk.edu.hk/wp-content/uploads/2023/07/OP193.pdf,,https://www.hkiaps.cuhk.edu.hk/%e3%80%8c%e5%8d%81%e4%b8%80%e4%ba%94%e3%80%8d%e4%b8%8b%e6%b3%9b%e7%8f%a0%e4%b8%89%e8%a7%92%e8%88%87%e9%a6%99%e6%b8%af%e7%a0%94%e7%a9%b6%e7%b3%bb%e5%88%97%ef%bc%9aiii-%e6%be%b3%e9%96%80%e8%88%87,
RM072,《新世紀華人社會面貌：社會指標的分析》,"(The Changing Faces of Chinese Societies in the New Century: Analyses from Social Indicators)
黃紹倫、尹寶珊、梁世榮 編
(Edited by Siu-lun WONG, Po-san WAN and Sai-wing LEUNG)
Chinese/21.5 x 14 cm/paperback/x + 370 pages/
published in January 2008
ISBN 978-962-441-572-8; list price: US$12.00 (HK$80.00)",,,https://www.hkiaps.cuhk.edu.hk/%e3%80%8a%e6%96%b0%e4%b8%96%e7%b4%80%e8%8f%af%e4%ba%ba%e7%a4%be%e6%9c%83%e9%9d%a2%e8%b2%8c%ef%bc%9a%e7%a4%be%e6%9c%83%e6%8c%87%e6%a8%99%e7%9a%84%e5%88%86%e6%9e%90%e3%80%8b,https://www.hkiaps.cuhk.edu.hk/wp-content/uploads/2024/01/RM072.jpg
OP192,加強法定公營機構的認受性過程：比較市區重建局和土地發展公司,"(Legitimatization of Public Authority: Comparison of the Urban Renewal Authority and the Land Development Corporation)
By Chun-kit HO
Chinese/21.5 x 14 cm/paperback/62 pages/published in December 2007
ISBN 978-962-441-192-8; list price: US$3.00 (HK$20.00)",https://www.hkiaps.cuhk.edu.hk/wp-content/uploads/2023/07/OP192.pdf,,https://www.hkiaps.cuhk.edu.hk/%e5%8a%a0%e5%bc%b7%e6%b3%95%e5%ae%9a%e5%85%ac%e7%87%9f%e6%a9%9f%e6%a7%8b%e7%9a%84%e8%aa%8d%e5%8f%97%e6%80%a7%e9%81%8e%e7%a8%8b%ef%bc%9a%e6%af%94%e8%bc%83%e5%b8%82%e5%8d%80%e9%87%8d%e5%bb%ba%e5%b1%80,
OP191,地方財政如何支持廣東欠發達地區的經濟發展,"(How to Stimulate Undeveloped Local Economies in Guangdong: From the Angle of Public Policy)
By Jiang LIN and Lin XU
Chinese/21.5 x 14 cm/paperback/19 pages/published in August 2007
ISBN 978-962-441-191-1; list price: US$2.50 (HK$15.00)",https://www.hkiaps.cuhk.edu.hk/wp-content/uploads/2023/07/OP191.pdf,,https://www.hkiaps.cuhk.edu.hk/%e5%9c%b0%e6%96%b9%e8%b2%a1%e6%94%bf%e5%a6%82%e4%bd%95%e6%94%af%e6%8c%81%e5%bb%a3%e6%9d%b1%e6%ac%a0%e7%99%bc%e9%81%94%e5%9c%b0%e5%8d%80%e7%9a%84%e7%b6%93%e6%bf%9f%e7%99%bc%e5%b1%95,
PF17,香港華人家庭健康,"(Strengthen the Functioning of Chinese Families in Hong Kong)
Edited by Joyce Lai-chong MA and Timothy Ka-ying WONG
Chinese/21.5 x 14 cm/paperback/34 pages/published in July 2007
ISBN 978-962-441-189-8; list price: US$3.00 (HK$20.00)",https://www.hkiaps.cuhk.edu.hk/wp-content/uploads/2023/07/PF17.pdf,,,
OP190,「十一五」下泛珠三角與香港研究系列：II. 廣東與香港,"(The Pan-Pearl River Delta Region and Hong Kong under the 11th Five-year Plan Research Series: II. Guangdong and Hong Kong)
By Yue-man YEUNG, Jianfa SHEN and Wai-man KEE
Chinese/21.5 x 14 cm/paperback/35 pages/published in July 2007
ISBN 978-962-441-190-4; list price: US$3.00 (HK$20.00)",https://www.hkiaps.cuhk.edu.hk/wp-content/uploads/2023/07/OP190.pdf,,https://www.hkiaps.cuhk.edu.hk/%e3%80%8c%e5%8d%81%e4%b8%80%e4%ba%94%e3%80%8d%e4%b8%8b%e6%b3%9b%e7%8f%a0%e4%b8%89%e8%a7%92%e8%88%87%e9%a6%99%e6%b8%af%e7%a0%94%e7%a9%b6%e7%b3%bb%e5%88%97%ef%bc%9aii-%e5%bb%a3%e6%9d%b1%e8%88%87,
OP189,香港華人家庭健康,"(Strengthen the Functioning of Chinese Families in Hong Kong)
Edited by Timothy Ka-ying WONG and Joyce Lai-chong MA
Chinese/21.5 x 14 cm/paperback/34 pages/published in July 2007
ISBN 978-962-441-189-8; list price: US$3.00 (HK$20.00)",https://www.hkiaps.cuhk.edu.hk/wp-content/uploads/2023/07/OP189.pdf,,,
OP188,香港華人家庭健康和個人身心健康的關係,"(Family Health of Hong Kong Chinese Families and the Link to Individual Well-being)
By Joyce Lai-chong MA, Timothy Ka-ying WONG, Yuk-king LAU and Shuk-han PUN
Chinese/21.5 x 14 cm/paperback/36 pages/published in July 2007
ISBN 978-962-441-188-1; list price: US$3.00 (HK$20.00)",https://www.hkiaps.cuhk.edu.hk/wp-content/uploads/2023/07/OP188.pdf,,https://www.hkiaps.cuhk.edu.hk/%e9%a6%99%e6%b8%af%e8%8f%af%e4%ba%ba%e5%ae%b6%e5%ba%ad%e5%81%a5%e5%ba%b7%e5%92%8c%e5%80%8b%e4%ba%ba%e8%ba%ab%e5%bf%83%e5%81%a5%e5%ba%b7%e7%9a%84%e9%97%9c%e4%bf%82,
OP187,「十一五」下泛珠三角與香港研究系列：I. 江西與香港,"(The Pan-Pearl River Delta Region and Hong Kong under the 11th Five-year Plan Research Series: I. Jiangxi and Hong Kong)
By Jianfa SHEN, Yue-man YEUNG and Man-shan SO
Chinese/21.5 x 14 cm/paperback/30 pages/published in June 2007
ISBN 978-962-441-187-4; list price: US$2.50 (HK$15.00)",https://www.hkiaps.cuhk.edu.hk/wp-content/uploads/2023/07/OP187.pdf,,https://www.hkiaps.cuhk.edu.hk/%e3%80%8c%e5%8d%81%e4%b8%80%e4%ba%94%e3%80%8d%e4%b8%8b%e6%b3%9b%e7%8f%a0%e4%b8%89%e8%a7%92%e8%88%87%e9%a6%99%e6%b8%af%e7%a0%94%e7%a9%b6%e7%b3%bb%e5%88%97%ef%bc%9ai-%e6%b1%9f%e8%a5%bf%e8%88%87,
OP186,Taking Both Sides into Consideration: Ambivalence in Public Opinion on Political Reform in Hong Kong,"By Francis L. F. Lee and Joseph M. Chan
English/21.5 x 14 cm/paperback/44 pages/published in May 2007
ISBN 978-962-441-186-7; list price: US$3.00 (HK$20.00)",https://www.hkiaps.cuhk.edu.hk/wp-content/uploads/2023/07/OP186.pdf,,https://www.hkiaps.cuhk.edu.hk/taking-both-sides-into-consideration-ambivalence-in-public-opinion-on-political-reform-in-hong-kong,
